w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w101	w102	w103	w104	w105	w106	w107	w108	w109	w110	w111	w112	w113	w114	w115	w116	w117	w118	w119	w120	w121	w122	w123	w124	w125	w126	w127	w128	w129	w130	w131	w132	w133	w134	w135	w136	w137	w138	w139	w140	w141	w142	w143	w144	w145	w146	w147	w148	w149	w150	w151	w152	w153	w154	w155	w156	w157	w158	w159	w160	w161	w162	w163	w164	w165	w166	w167	w168	w169	w170	w171	w172	w173	w174	w175	w176	w177	w178	w179	w180	w181	w182	w183	w184	w185	w186	w187	w188	w189	w190	w191	w192	w193	w194	w195	w196	w197	w198	w199	w200	w201	w202	w203	w204	w205	w206	w207	w208	w209	w210	w211	w212	w213	w214	w215	w216	w217	w218	w219	w220	w221	w222	w223	w224	w225	w226	w227	w228	w229	w230	w231	w232	w233	w234	w235	w236	w237	w238	w239	w240	w241	w242	w243	w244	w245	w246	w247	w248	w249	w250	w251	w252	w253	w254	w255	w256	w257	w258	w259	w260	w261	w262	w263	w264	w265	w266	w267	w268	w269	w270	w271	w272	w273	w274	w275	w276	w277	w278	w279	w280	w281	w282	w283	w284	w285	w286	w287	w288	w289	w290	w291	w292	w293	w294	w295	w296	w297	w298	w299	w300	w0
[4.54692643]	[8.01502936]	[7.92402788]	[-3.4758939]	[-3.70244459]	[5.90602701]	[-3.43447309]	[-1.47638052]	[-2.92761319]	[-5.292393]	[8.62412377]	[-7.00513306]	[0.10147431]	[-4.93927284]	[-0.17774831]	[8.63563745]	[-6.64558742]	[-4.32171105]	[-3.60907779]	[-3.06361111]	[-6.48351333]	[1.90568292]	[-3.80588665]	[3.74363452]	[-3.79810174]	[7.52029906]	[0.00036467]	[-9.64018491]	[1.28511844]	[7.92875006]	[4.76035432]	[-5.95005513]	[5.66442419]	[-3.21713073]	[0.78518996]	[-9.60236995]	[-2.04335907]	[9.73658192]	[3.56753123]	[6.99500191]	[-5.42658603]	[0.807685]	[-2.92125917]	[2.0188234]	[7.48452342]	[9.49928913]	[-4.22487233]	[-9.84549445]	[9.38191734]	[5.47109742]	[3.79131071]	[-5.87659662]	[-6.13318341]	[-3.13557123]	[-7.36648768]	[6.84795135]	[-9.14584789]	[8.67791491]	[8.24715885]	[-8.85331048]	[3.77284232]	[8.39675287]	[4.03332198]	[-4.05902883]	[-0.95030928]	[-8.79316177]	[-9.27832074]	[-7.35197763]	[8.25489394]	[-8.54311616]	[0.56008301]	[0.55259556]	[-4.73772332]	[8.88059214]	[-7.6541251]	[-2.07738939]	[4.24656487]	[2.82111456]	[-6.48322017]	[-5.81000004]	[-1.38632208]	[3.99561542]	[8.56765062]	[-8.2272066]	[4.34986797]	[-7.54881496]	[-9.7674939]	[-4.29781289]	[6.65121307]	[3.39135192]	[4.17969064]	[-6.59304264]	[-2.45748975]	[6.5208997]	[2.94845636]	[7.95481909]	[-9.12872316]	[8.52281545]	[2.42733404]	[-1.10111515]	[4.47911617]	[-4.97212633]	[-7.4244507]	[-3.01526084]	[-7.11093608]	[7.98631389]	[5.4490832]	[-7.90293249]	[-9.43560778]	[7.67879293]	[-1.90601209]	[-0.93032831]	[3.75036025]	[7.40328436]	[4.20691736]	[6.55435604]	[-3.25782903]	[-0.01726617]	[1.56515169]	[8.53545259]	[-3.57688269]	[4.89176391]	[-8.19441494]	[1.82477983]	[-2.01818744]	[-1.34342813]	[-9.71558219]	[7.28488095]	[-1.81445705]	[-8.9909504]	[9.27454104]	[6.96015612]	[-9.79209178]	[3.64024313]	[2.95912864]	[7.78416015]	[-3.13882683]	[-7.86416577]	[1.0344109]	[-3.24186508]	[0.56810811]	[8.70990278]	[4.0261292]	[1.69243041]	[7.60534979]	[1.90931324]	[2.4880517]	[-7.01682752]	[1.40172648]	[6.93387204]	[2.5732545]	[2.74484254]	[7.55956689]	[6.97154172]	[7.23667108]	[8.47245634]	[5.28996388]	[3.47707849]	[2.78522527]	[6.94686639]	[0.80278866]	[-5.65128264]	[0.87240192]	[-2.66026322]	[-6.6908618]	[-7.86479189]	[-5.2908639]	[-5.28974343]	[-0.68718482]	[1.84255641]	[1.44102631]	[9.80589633]	[3.84705098]	[0.04774887]	[6.92954805]	[0.56955642]	[7.6393545]	[1.4744622]	[-8.53721798]	[9.44018004]	[-9.39136844]	[6.49043029]	[-0.22494708]	[8.40931582]	[0.67858243]	[-2.83387118]	[6.64371093]	[0.48046071]	[2.7696579]	[-0.75234364]	[-0.46418589]	[-6.38931594]	[-6.91812051]	[-4.83464596]	[6.69118995]	[-8.24123281]	[3.10928621]	[-6.0835766]	[5.06204314]	[9.98012687]	[2.26135732]	[2.7201522]	[9.00569166]	[-4.85150434]	[-5.73062348]	[1.01613091]	[-0.89716147]	[-7.83280426]	[-2.850392]	[9.07316392]	[-9.88916555]	[3.13624536]	[-4.33496047]	[-9.34588083]	[-9.94142057]	[3.3599205]	[3.96300566]	[-8.34400432]	[6.21876433]	[-6.74811597]	[9.48729768]	[-6.55514696]	[-9.04981732]	[-9.2797596]	[8.7265968]	[8.80610538]	[-6.19507523]	[3.94672785]	[8.89085549]	[-3.40396661]	[7.2066175]	[3.31632058]	[-1.466399]	[-2.41627931]	[2.66555292]	[1.18949979]	[-0.64204601]	[4.92522415]	[-4.67773115]	[0.95938277]	[-2.23020378]	[9.16696255]	[-5.24789656]	[3.62088542]	[9.53227047]	[-9.94164816]	[1.18370586]	[-1.14620369]	[9.43596755]	[5.50234122]	[-5.90843516]	[5.18231472]	[8.7257456]	[9.71496002]	[1.55328219]	[1.32371599]	[-2.74192203]	[6.93417589]	[3.5200213]	[2.36196615]	[-8.62438431]	[-3.00037004]	[-9.25745777]	[4.48701332]	[-0.28008488]	[2.17881626]	[9.57234967]	[3.22156598]	[-3.80961849]	[5.97468938]	[2.93850233]	[8.83936093]	[5.49837901]	[5.06251306]	[4.39702109]	[4.45542232]	[-7.83862006]	[-6.91812238]	[8.11689737]	[-1.36866339]	[7.68573337]	[-7.68361143]	[-0.63887476]	[7.06523634]	[-1.62042694]	[9.2989538]	[7.06234825]	[-9.4393897]	[8.51986284]	[-1.8347321]	[3.35225959]	[1.32265031]	[-5.72313045]	[-5.54985621]	[0.61054789]	[-1.86958336]	[9.39185576]	[3.47480962]	[-1.80498373]	[8.48458332]	[0.9762342]
