w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
4.262763547855247	-5.815407920684696	7.311009600158943	2.3879513456730264	2.634486440774469	-3.3056098421320814	0.4082771171862166	0.479510345425902	-1.6513418107379567	4.622731011426804	3.34107640168013	3.8661952751859214	-7.041858807050424	0.6005836887871047	-3.9980667368855425	8.259656232662977	-7.013420803620447	-0.13743037497279492	-6.647261141086814	8.652280573244605	-2.454830015511146	-4.337482509704641	4.18236234132392	-7.074057656670272	-2.866618343795153	2.6875472742999778	-7.508363204156791	-1.263194271823179	-0.9858201826940769	4.123222461137891	-2.60105326056099	6.176882758707615	6.426922633013246	3.4852508827648396	2.1103242202555013	-0.5302436251743043	0.49351352970288465	-2.767053210566235	-2.7268221288038195	3.5278665241261	7.197116741425263	8.29916247951041	-8.167496180124557	-2.6194386153800027	-2.199393314766372	-9.116306195064807	6.683369470322839	-5.0891075708287605	-1.1647467749120146	-9.88411143514136	-6.9652239407323	-8.021507399879454	4.431487693264249	4.61884850668461	-3.1180721704112955	-5.882073507686019	-7.942774198389712	-7.502809120479902	-5.377040342315379	-4.084179880336106	7.309326219689586	-5.397251683511303	1.7680866692481079	5.412581221863216	-3.4779254585254415	7.083896403948711	-8.694357145866643	4.4317916466567615	2.2140127835227608	-3.281247137104401	-8.344740218487726	6.376985716306472	9.032523737121666	8.718104716383436	5.519253992775917	8.072425531904361	9.336868000435036	5.429089259493226	-6.25351393027229	-8.529620787887984	9.729331190576987	9.717087407921907	-6.759395974608708	-2.237098758649424	-8.798359364743218	3.78151011688044	4.493650427563401	-7.176233156475448	-4.099142274833373	7.307655869325518	-0.8803446146248709	7.34411329290942	-4.7929845810606775	-5.516667086638383	-0.37603368484069744	6.476405464641562	1.647908393410438	7.5034893740436335	-2.583112372161844	-8.846141922393427	0.3287939464136441	
