w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
-0.5306223271090804	-0.18777308653546043	0.3445033184636073	-0.7365900599688069	-0.3179504151177825	-0.7606965948474103	-0.5541290413482939	-0.1767771331682432	-0.1671670607489629	0.11773432959118754	-0.15103002710797364	-0.2112117351726381	-0.2912456689242813	-0.07420774762729748	-0.25155894787722827	-0.2138163134656206	-0.48388009073137966	0.12663604261643827	-0.10483502179714568	-0.48391940583710197	-0.818994820061267	-0.33491228094187325	-0.3111885161574502	-0.44862436761899016	-0.008417598460945582	-0.08579249181657549	0.09375121363129586	-0.5263391769057132	-0.2278965015259728	0.2628060530348562	-0.15981124794044363	0.12280725683639049	-0.28616652071209336	-0.037257359735197865	-0.3003880648453695	-0.64665208613563	-0.487823928491678	0.30432853262737947	0.3068851617120879	-0.040958815421114556	0.13089672817495954	0.9052017203577669	-1.0258279013369898	-0.576839074201175	0.14803143865671384	-0.23542530386756003	0.7442439517656461	-0.2508559239961167	0.3073602578530297	-0.37308609496022976	-0.4960613156194267	-0.761122848353514	0.3110408705522399	0.38561701884437183	-0.052662347611394635	-0.7213048021804538	-0.34103553177875034	0.2592710468252236	-0.3418640028039049	-0.6178855211906276	0.6406586559191492	-0.3136127847192923	0.3585691603127548	0.5248386091038999	-0.40594801478896314	0.19027809311429789	-0.7159032897938726	-0.08083744906675165	0.22630536228182244	0.3309387118917288	0.5131895729796853	0.05403951874154494	0.31161646492329736	-0.046113800799567374	0.23111303047259585	0.19883040033159713	0.5122392125022465	0.10141958356564591	0.1490952168411565	-0.31325160231264454	1.207470787586389	0.793189099740066	-0.508402501276616	-0.08730527589856119	-0.18512818990207996	0.5482526797697873	0.35922409971041286	0.3188488928966728	0.3498774639630302	0.5404522698299228	0.600946357858065	0.5082765135281694	-0.20940526367270523	-0.15380950757392547	0.4299690489309271	0.35462610965466435	0.7286858395366385	0.4018415064987582	0.04239575419735499	-0.08344804832136204	0.7197892787637149	
